venue,episode,start,end,n_days_state,b,c,d,curv_at_money,Zbar_Z_IVS_1,Zbar_rv,Zbar_fng,interval_method,affine_resid,affine_resid_rel,b_lo,b_hi,c_lo,c_hi,d_lo,d_hi,curv_lo,curv_hi,B_effective
CME,high_2,2020-03-16,2020-06-02,33,1.480563628430943,-4.536668143774039,2.1060177309868777,3.562770098373189,1.5354220228532383,2.3538721368025515,-0.7597070089568974,exact_theta,0.0,0.0,-30.811493930675795,6.807683513400187,-9.008539386550568,20.893721317859203,-4.358603687253739,3.2938204939590867,0.9187516459408795,17.496861875802253,1000
CME,high_1,2020-11-24,2021-12-23,226,10.797704327221364,-12.191168896406719,4.019667014780751,-0.26433570412893204,0.9229444385600931,0.3587999833714641,0.6017242950296887,exact_theta,0.0,0.0,5.260853199814205,19.55502335301094,-19.311440684505662,-7.92055234823058,2.9971979098128427,6.029716437123761,-3.4342693731685956,3.5664593767356574,1000
CME,calm,2022-10-04,2023-08-31,219,20.255963090673877,-17.143733247567955,4.304691615372002,-8.459316802903896,-0.8237668754362389,-0.4916028451992554,0.06037076798711505,exact_theta,0.0,0.0,14.45482167025032,32.196388762584334,-26.054673252355027,-12.217711392490676,2.63340540035126,6.4691463318504745,-14.531553934674742,-5.542117460378533,1000
DER,high_2,2020-03-16,2020-06-02,33,-0.017024228877616565,-3.7064996774014016,2.0440821771708704,4.851493708222419,1.5354220228532383,2.3538721368025515,-0.7597070089568974,exact_theta,0.0,0.0,-30.003519200910706,5.191010110059622,-7.90814280595842,19.51917611967437,-3.640501357280862,3.069829687013631,2.2641878272237768,18.466487828628217,1000
DER,high_1,2020-11-24,2021-12-23,226,8.899488884659402,-11.06173697026912,3.8861029672075373,1.1931438627069824,0.9229444385600931,0.3587999833714641,0.6017242950296887,exact_theta,0.0,0.0,3.1624899191702465,15.959318909717407,-16.438830141717936,-6.948189901955979,2.9152650518055165,5.2731766861065745,-1.5308228695598243,5.066020262201532,1000
DER,calm,2022-10-04,2023-08-31,219,18.703820687170555,-16.514133497246362,4.373686822653066,-6.786146058574332,-0.8237668754362389,-0.4916028451992554,0.06037076798711505,exact_theta,0.0,0.0,13.286068153818698,28.5408045423166,-23.723196485838482,-12.270130700155132,3.025826085312324,6.080266382605233,-12.57449330876301,-3.8299974170711857,1000
