venue,estimator,total_ep,downside_contrib,downside_share,mid_contrib,mid_share,upside_contrib,upside_share
CME,almeida,0.036260135974965975,0.004251347416927743,0.11724576598010765,-0.0026269573454796515,-0.07244753156174882,0.034726230442676975,0.9576971930456077
DER,almeida,0.036259363879823814,0.007427992258810988,0.2048572138063411,-0.002445694854787794,-0.06745002099026558,0.03136387575153412,0.8649869273902584
CME,vanilla,0.0367032445307292,0.005360445197627216,0.14604826538262222,-0.0029907231159708673,-0.08148388934572072,0.03444754370680784,0.9385421955807528
DER,vanilla,0.036702472435587045,0.008537090039510465,0.23260258704622924,-0.00280946062527901,-0.07654690375994758,0.031085189015664982,0.8469508170115675
CME,kde,0.041612849405729666,0.00662962781322795,0.1593168434246927,-0.002190931989743684,-0.052650371724893584,0.03723212855955313,0.8947267272311962
DER,kde,0.04161207731058759,0.009806272655111197,0.2356592914580627,-0.0020096694990518267,-0.04829534185596871,0.03386977386841028,0.813940953142289
