n_days,mean_abs_wedge,mean_band,median_band,frac_inside_band,frac_wedge_exceeds_2x_band,spread_mult,kappa_roundtrip
263,0.006289834563476239,0.002302605489456753,0.0019870218350282708,0.155893536121673,0.596958174904943,0.5,1.0
263,0.006289834563476239,0.004605210978913506,0.0039740436700565415,0.40304182509505704,0.29277566539923955,0.5,2.0
263,0.006289834563476239,0.004605210978913506,0.0039740436700565415,0.40304182509505704,0.29277566539923955,1.0,1.0
263,0.006289834563476239,0.009210421957827012,0.007948087340113083,0.7072243346007605,0.053231939163498096,1.0,2.0
263,0.006289834563476239,0.009210421957827012,0.007948087340113083,0.7072243346007605,0.053231939163498096,2.0,1.0
263,0.006289834563476239,0.018420843915654024,0.015896174680226166,0.9467680608365019,0.0,2.0,2.0
